"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","cashier_1","conscious_1","soul_1","susp","what","exclude","Block8_DO_cashier","Block8_DO_conscious","Block8_DO_soul","I","P","H"
"2022-04-20 17:15","2022-04-20 17:16",0,100,63,1,"2022-04-20 17:16","R_3hzPrQ57HS6HA4H",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"Maybe the person was supposed to be a robot",0,2,3,4,NA,NA,1
"2022-04-20 17:16","2022-04-20 17:16",0,100,20,1,"2022-04-20 17:16","R_1rHBTvR5h6M5lcf",NA,NA,NA,NA,"anonymous","EN",2,1,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:16","2022-04-20 17:17",0,100,89,1,"2022-04-20 17:17","R_3M4ej31pNvgiDGQ",NA,NA,NA,NA,"anonymous","EN",0,2,NA,1,"The questions were very biased",0,2,3,4,NA,1,NA
"2022-04-20 17:18","2022-04-20 17:18",0,100,22,1,"2022-04-20 17:18","R_1DZormV9wrCEvoz",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:18","2022-04-20 17:18",0,100,24,1,"2022-04-20 17:18","R_1DqDyR51KGPbcvY",NA,NA,NA,NA,"anonymous","EN",6,1,1,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:16","2022-04-20 17:19",0,100,191,1,"2022-04-20 17:19","R_2tKEyukwTK0cvRw",NA,NA,NA,NA,"anonymous","EN",0,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:19","2022-04-20 17:20",0,100,71,1,"2022-04-20 17:20","R_2CTab7Gjtx41Xk2",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"The last two questions.",0,2,3,4,NA,NA,1
"2022-04-20 17:19","2022-04-20 17:20",0,100,32,1,"2022-04-20 17:20","R_2Bal7d3iKB6CXB7",NA,NA,NA,NA,"anonymous","EN",6,6,8,1,"The wording of the questions was suspicious. ",0,2,3,4,NA,NA,1
"2022-04-20 17:20","2022-04-20 17:20",0,100,32,1,"2022-04-20 17:20","R_21dmPjmIGI87vmz",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"this is just asking if I'm racist lol ",0,2,3,4,NA,NA,1
"2022-04-20 17:20","2022-04-20 17:21",0,100,54,1,"2022-04-20 17:21","R_qILdUTD22uC9gXv",NA,NA,NA,NA,"anonymous","EN",3,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:20","2022-04-20 17:21",0,100,35,1,"2022-04-20 17:21","R_2ScvVMdn9BpM4QG",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:20","2022-04-20 17:21",0,100,24,1,"2022-04-20 17:21","R_2S0NtCJveQ2EPSB",NA,NA,NA,NA,"anonymous","EN",5,4,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:21","2022-04-20 17:22",0,100,68,1,"2022-04-20 17:22","R_2OUNqxI7kIaChVB",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"Question 2 and 3 made no sense.",0,2,3,4,NA,NA,1
"2022-04-20 17:22","2022-04-20 17:22",0,100,21,1,"2022-04-20 17:22","R_0evieAU5DJrvJD3",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:22","2022-04-20 17:22",0,100,33,1,"2022-04-20 17:22","R_1FfXxNUxG2pK9iK",NA,NA,NA,NA,"anonymous","EN",6,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:22","2022-04-20 17:22",0,100,41,1,"2022-04-20 17:22","R_2wLA3qZiqpCDoYm",NA,NA,NA,NA,"anonymous","EN",6,5,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:22","2022-04-20 17:22",0,100,30,1,"2022-04-20 17:22","R_2Y9XvqD1KFYWlke",NA,NA,NA,NA,"anonymous","EN",1,7,7,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:22","2022-04-20 17:23",0,100,46,1,"2022-04-20 17:23","R_3nH3U0ZwDlfxcsP",NA,NA,NA,NA,"anonymous","EN",8,10,10,1,"The verbiage of the last two questions was phrased wrong",0,2,3,4,NA,NA,1
"2022-04-20 17:22","2022-04-20 17:23",0,100,41,1,"2022-04-20 17:23","R_12froaWjyosP4x5",NA,NA,NA,NA,"anonymous","EN",7,4,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:22","2022-04-20 17:23",0,100,79,1,"2022-04-20 17:23","R_3NCZjsMY9LL9dFy",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"The questions were phrased as if they were about an object, a robot almost. But the apparent subject of the questions appeared to be a woman.",0,2,3,4,NA,NA,1
"2022-04-20 17:23","2022-04-20 17:23",0,100,33,1,"2022-04-20 17:23","R_zYdSirZP4Qv1Rw5",NA,NA,NA,NA,"anonymous","EN",7,5,1,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:23","2022-04-20 17:24",0,100,43,1,"2022-04-20 17:24","R_3kdr03TeRwyDbkM",NA,NA,NA,NA,"anonymous","EN",9,10,10,1,"Asks about a woman but then in the questions she is just referred to as ""this""",0,2,3,4,NA,NA,1
"2022-04-20 17:23","2022-04-20 17:25",0,100,72,1,"2022-04-20 17:25","R_2cvd4aMLjzbi2AN",NA,NA,NA,NA,"anonymous","EN",10,10,10,1,"The questions asked about what appeared to be an actual person but may have been A.I. or computer generated.",0,2,3,4,NA,NA,1
"2022-04-20 17:23","2022-04-20 17:26",0,100,194,1,"2022-04-20 17:26","R_3Iag1iZzXKd16Wq",NA,NA,NA,NA,"anonymous","EN",8,5,6,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:25","2022-04-20 17:26",0,100,49,1,"2022-04-20 17:26","R_1dLYbTLvAEKRf71",NA,NA,NA,NA,"anonymous","EN",10,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:26","2022-04-20 17:26",0,100,19,1,"2022-04-20 17:26","R_3KI3mPgd2mMfnna",NA,NA,NA,NA,"anonymous","EN",6,4,NA,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:27","2022-04-20 17:28",0,100,27,1,"2022-04-20 17:28","R_2wH65UufDoyxDcS",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:28","2022-04-20 17:29",0,100,24,1,"2022-04-20 17:29","R_ex0bz0akQIh0l2x",NA,NA,NA,NA,"anonymous","EN",8,6,2,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:28","2022-04-20 17:29",0,100,27,1,"2022-04-20 17:29","R_2SBOoNKucZdf4Yl",NA,NA,NA,NA,"anonymous","EN",10,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:26","2022-04-20 17:29",0,100,188,1,"2022-04-20 17:29","R_25F2k4DGMynvtrm",NA,NA,NA,NA,"anonymous","EN",10,8,9,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:29","2022-04-20 17:30",0,100,49,1,"2022-04-20 17:30","R_1rxgTuhxEzUdURA",NA,NA,NA,NA,"anonymous","EN",0,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:30","2022-04-20 17:30",0,100,18,1,"2022-04-20 17:30","R_1ovUQzqp3QPHDCl",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:30","2022-04-20 17:31",0,100,35,1,"2022-04-20 17:31","R_3NxEEbP0BhosGSa",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:31","2022-04-20 17:31",0,100,20,1,"2022-04-20 17:31","R_6WGXG2C8HXchov7",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:29","2022-04-20 17:31",0,100,149,1,"2022-04-20 17:31","R_31v1O7GdDYHVzVV",NA,NA,NA,NA,"anonymous","EN",3,6,2,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:32","2022-04-20 17:32",0,100,24,1,"2022-04-20 17:32","R_1gH0wT8PF5nrxtP",NA,NA,NA,NA,"anonymous","EN",5,2,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:32","2022-04-20 17:32",0,100,25,1,"2022-04-20 17:32","R_3O1X1jMR8XIlnSE",NA,NA,NA,NA,"anonymous","EN",10,10,10,2,"",0,2,3,4,NA,NA,1
"2022-04-20 17:32","2022-04-20 17:33",0,100,53,1,"2022-04-20 17:33","R_2vf4PCXFnfJmS4B",NA,NA,NA,NA,"anonymous","EN",6,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:32","2022-04-20 17:33",0,100,47,1,"2022-04-20 17:33","R_1dbkYTTaxx5XYLV",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:33","2022-04-20 17:33",0,100,30,1,"2022-04-20 17:33","R_RLxpJOWBJhumoyl",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:33","2022-04-20 17:34",0,100,32,1,"2022-04-20 17:34","R_1dcw84cwaEL2Tsm",NA,NA,NA,NA,"anonymous","EN",3,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:33","2022-04-20 17:35",0,100,92,1,"2022-04-20 17:35","R_1i5nHnfWJBR50F1",NA,NA,NA,NA,"anonymous","EN",9,5,5,1,"We are supposed to imagine her as real? Or just a picture on a screen?",0,2,3,4,NA,NA,1
"2022-04-20 17:34","2022-04-20 17:35",0,100,52,1,"2022-04-20 17:35","R_YSyDZjKYm5Jy3jX",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:35","2022-04-20 17:36",0,100,39,1,"2022-04-20 17:36","R_296OzSU2x8eG2Vq",NA,NA,NA,NA,"anonymous","EN",10,10,7,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:36","2022-04-20 17:36",0,100,37,1,"2022-04-20 17:36","R_2ElXmBSM8ugEn8x",NA,NA,NA,NA,"anonymous","EN",10,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:36","2022-04-20 17:37",0,100,56,1,"2022-04-20 17:37","R_T1pBrsuuaIWgfh7",NA,NA,NA,NA,"anonymous","EN",9,3,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:36","2022-04-20 17:37",0,100,30,1,"2022-04-20 17:37","R_b8vLdUj4JyqGTOV",NA,NA,NA,NA,"anonymous","EN",8,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:36","2022-04-20 17:37",0,100,23,1,"2022-04-20 17:37","R_3iQNbiC2dkNqCWj",NA,NA,NA,NA,"anonymous","EN",10,5,1,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:37","2022-04-20 17:37",0,100,14,1,"2022-04-20 17:37","R_1H6RBFlAe6yz6vY",NA,NA,NA,NA,"anonymous","EN",4,1,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:37","2022-04-20 17:37",0,100,30,1,"2022-04-20 17:37","R_2uQYiUCwD0dor7b",NA,NA,NA,NA,"anonymous","EN",2,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:37","2022-04-20 17:37",0,100,46,1,"2022-04-20 17:37","R_22tDeuQhC9R3H8c",NA,NA,NA,NA,"anonymous","EN",8,1,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:37","2022-04-20 17:38",0,100,67,1,"2022-04-20 17:38","R_ptpoXMBl1ngEF57",NA,NA,NA,NA,"anonymous","EN",9,10,10,1,"Referring to the woman as this",0,2,3,4,NA,NA,1
"2022-04-20 17:37","2022-04-20 17:38",0,100,37,1,"2022-04-20 17:38","R_2ZTGIFVFqK5nbQQ",NA,NA,NA,NA,"anonymous","EN",5,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:38","2022-04-20 17:39",0,100,30,1,"2022-04-20 17:39","R_1MSPOchhcN6rafL",NA,NA,NA,NA,"anonymous","EN",9,0,0,2,"",0,2,3,4,NA,1,NA
"2022-04-20 17:38","2022-04-20 17:39",0,100,37,1,"2022-04-20 17:39","R_20UTRRt2tndGbYI",NA,NA,NA,NA,"anonymous","EN",1,0,0,2,"",0,2,3,4,1,NA,NA
"2022-04-20 17:38","2022-04-20 17:39",0,100,71,1,"2022-04-20 17:39","R_1ITohmlTPesvB2t",NA,NA,NA,NA,"anonymous","EN",7,8,8,1,"You wouldn't normally ask if a person has consciousness or a soul.",0,2,3,4,NA,NA,1
